id,changedAt,affectedStrategyName,strategyVersionBefore,strategyVersionAfterSuggestion,beforeRule,afterRule,reason,evidenceMarkets,expectedEffect,applied
94,1778534581395,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
95,1778534581395,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
96,1778534581395,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).",Momentum Breakout has many expired signals without target or stop confirmation.,"KRW-BTC, KRW-XRP, KRW-INJ, KRW-ATH, KRW-AKT, KRW-SUI, KRW-GMT, KRW-ETH, KRW-FF, KRW-USDT, KRW-MBL, KRW-PENDLE, KRW-IOST, KRW-LAYER, KRW-ONDO, KRW-CTC, KRW-MOVE, KRW-CARV, KRW-MED, KRW-CC, KRW-ZBT, KRW-MOCA",Reduce repeated misses or weak outcomes after user review.,0
97,1778536390622,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).",Momentum Breakout has many expired signals without target or stop confirmation.,"KRW-BTC, KRW-XRP, KRW-INJ, KRW-AKT, KRW-IOST, KRW-CC, KRW-SUI, KRW-GMT, KRW-ETH, KRW-FF, KRW-USDT, KRW-MBL, KRW-PENDLE, KRW-LAYER, KRW-CTC, KRW-MOVE, KRW-CARV, KRW-ATH, KRW-ONDO, KRW-MED, KRW-ZBT, KRW-MOCA",Reduce repeated misses or weak outcomes after user review.,0
98,1778536390622,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
99,1778536390622,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
100,1778537631330,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 7 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-SUI, KRW-GMT, KRW-ETH, KRW-FF, KRW-USDT, KRW-MBL, KRW-PENDLE, KRW-LAYER, KRW-CTC, KRW-ATH, KRW-MOVE, KRW-BTC, KRW-XRP, KRW-INJ, KRW-AKT, KRW-IOST, KRW-CC, KRW-CARV, KRW-ONDO, KRW-MED, KRW-ZBT",Reduce repeated misses or weak outcomes after user review.,0
101,1778537631330,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 7 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
102,1778537631330,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 7 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
103,1778539627396,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 7 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-CC, KRW-SUI, KRW-GMT, KRW-ETH, KRW-FF, KRW-USDT, KRW-BTC, KRW-MBL, KRW-PENDLE, KRW-LAYER, KRW-CTC, KRW-IOST, KRW-MOVE, KRW-XRP, KRW-INJ, KRW-AKT, KRW-ATH, KRW-CARV, KRW-ONDO, KRW-MED",Reduce repeated misses or weak outcomes after user review.,0
104,1778539627396,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 7 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
105,1778539627396,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 7 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
106,1778541239250,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 8 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-SUI, KRW-GMT, KRW-ETH, KRW-FF, KRW-USDT, KRW-BTC, KRW-MBL, KRW-PENDLE, KRW-LAYER, KRW-CTC, KRW-ONDO, KRW-MOVE, KRW-XRP, KRW-INJ, KRW-AKT, KRW-ATH, KRW-CC, KRW-IOST, KRW-CARV, KRW-MED",Reduce repeated misses or weak outcomes after user review.,0
107,1778541239250,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 8 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
108,1778541239250,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 8 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
109,1778541433088,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 9 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-CC, KRW-SUI, KRW-GMT, KRW-ETH, KRW-FF, KRW-USDT, KRW-BTC, KRW-MBL, KRW-PENDLE, KRW-LAYER, KRW-CTC, KRW-ONDO, KRW-MOVE, KRW-XRP, KRW-INJ, KRW-AKT, KRW-ATH, KRW-IOST, KRW-CARV, KRW-MED",Reduce repeated misses or weak outcomes after user review.,0
110,1778541433088,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 9 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
111,1778541433088,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 9 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
112,1778544045485,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 10 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
113,1778544045485,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 10 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
114,1778544045485,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 10 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-STRAX, KRW-VTHO, KRW-SOPH, KRW-ELF, KRW-COMP, KRW-ORDER, KRW-SC, KRW-YGG, KRW-HP, KRW-W, KRW-THETA, KRW-IOTA, KRW-CARV, KRW-XRP, KRW-INJ, KRW-AKT, KRW-ONDO, KRW-ATH, KRW-CC, KRW-CTC, KRW-SUI, KRW-GMT, KRW-ETH, KRW-FF, KRW-USDT, KRW-BTC, KRW-MBL, KRW-PENDLE, KRW-LAYER, KRW-MOVE, KRW-IOST",Reduce repeated misses or weak outcomes after user review.,0
115,1778546222972,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 11 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
116,1778546222972,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 11 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-POWR, KRW-DEEP, KRW-WET, KRW-TREE, KRW-BREV, KRW-ZBT, KRW-POKT, KRW-TRUST, KRW-TOKAMAK, KRW-USDT, KRW-MBL, KRW-ORDER, KRW-YGG, KRW-B3, KRW-CRO, KRW-FLOCK, KRW-POL, KRW-A, KRW-CPOOL, KRW-KAT, KRW-ME, KRW-MVL, KRW-GAME2, KRW-BLEND, KRW-KAVA, KRW-STRAX, KRW-VTHO, KRW-SOPH, KRW-ELF, KRW-COMP, KRW-SC, KRW-HP, KRW-W, KRW-THETA, KRW-IOTA, KRW-CARV, KRW-XRP, KRW-INJ, KRW-AKT, KRW-ONDO, KRW-ATH, KRW-CC, KRW-CTC, KRW-SUI, KRW-GMT, KRW-ETH, KRW-FF, KRW-BTC, KRW-PENDLE, KRW-LAYER, KRW-MOVE, KRW-IOST",Reduce repeated misses or weak outcomes after user review.,0
117,1778546222972,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 11 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
118,1778573169285,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 4 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
119,1778573169285,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 4 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
120,1778573169285,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 4 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-BTC, KRW-MBL, KRW-SOON, KRW-XRP, KRW-POKT, KRW-WCT, KRW-ETH, KRW-CRO, KRW-PIEVERSE, KRW-USDT, KRW-SUI, KRW-COMP, KRW-MANTRA, KRW-VVV, KRW-CPOOL, KRW-SOL, KRW-CHIP, KRW-BREV, KRW-SAHARA, KRW-ONDO, KRW-ALGO, KRW-SONIC, KRW-INJ, KRW-TIA, KRW-ZKC, KRW-ZBT, KRW-POLYX, KRW-ASTR, KRW-OPEN, KRW-ORBS, KRW-DRIFT, KRW-TRUST",Reduce repeated misses or weak outcomes after user review.,0
121,1778574730407,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 3 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
122,1778574730407,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 3 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
123,1778574730407,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 3 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-VVV, KRW-SOL, KRW-CHIP, KRW-ZBT, KRW-SAHARA, KRW-BTC, KRW-MBL, KRW-SOON, KRW-XRP, KRW-POKT, KRW-WCT, KRW-ETH, KRW-CRO, KRW-PIEVERSE, KRW-USDT, KRW-SUI, KRW-COMP, KRW-MANTRA, KRW-CPOOL, KRW-BREV, KRW-ONDO, KRW-ALGO, KRW-SONIC, KRW-INJ, KRW-TIA, KRW-ZKC, KRW-POLYX, KRW-ASTR, KRW-OPEN, KRW-ORBS, KRW-DRIFT",Reduce repeated misses or weak outcomes after user review.,0
124,1778576738107,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 5 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-SUI, KRW-VVV, KRW-ONDO, KRW-SOL, KRW-CHIP, KRW-CPOOL, KRW-SAHARA, KRW-MANTRA, KRW-BTC, KRW-MBL, KRW-SOON, KRW-POKT, KRW-WCT, KRW-ETH, KRW-CRO, KRW-PIEVERSE, KRW-USDT, KRW-KITE, KRW-ZBT, KRW-XRP, KRW-COMP, KRW-BREV, KRW-ALGO, KRW-SONIC, KRW-INJ, KRW-TIA",Reduce repeated misses or weak outcomes after user review.,0
125,1778576738107,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 5 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
126,1778576738107,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 5 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
127,1778580580454,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
128,1778580580454,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
129,1778580580454,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-BTC, KRW-SAHARA, KRW-MBL, KRW-MANTRA, KRW-ETH, KRW-CRO, KRW-PIEVERSE, KRW-USDT, KRW-SUI, KRW-VVV, KRW-SOL, KRW-XRP, KRW-INJ, KRW-CHIP, KRW-CPOOL, KRW-ONDO, KRW-KITE, KRW-ZBT, KRW-SOON, KRW-POKT, KRW-WCT, KRW-HOLO, KRW-COMP, KRW-BREV",Reduce repeated misses or weak outcomes after user review.,0
130,1778580865851,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
131,1778580865851,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
132,1778580865851,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-SOON, KRW-BTC, KRW-SAHARA, KRW-MBL, KRW-MANTRA, KRW-ETH, KRW-CRO, KRW-PIEVERSE, KRW-USDT, KRW-SUI, KRW-VVV, KRW-SOL, KRW-XRP, KRW-INJ, KRW-CHIP, KRW-CPOOL, KRW-ONDO, KRW-KITE, KRW-ZBT, KRW-POKT, KRW-WCT, KRW-HOLO, KRW-COMP, KRW-BREV",Reduce repeated misses or weak outcomes after user review.,0
133,1778586102286,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 7 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
134,1778586102286,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 7 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-BTC, KRW-SAHARA, KRW-MBL, KRW-MANTRA, KRW-ETH, KRW-PIEVERSE, KRW-USDT, KRW-WCT, KRW-HOLO, KRW-VVV, KRW-POKT, KRW-INJ, KRW-SOL, KRW-XRP, KRW-KITE, KRW-CRO, KRW-ZBT, KRW-SOON, KRW-SUI, KRW-CHIP, KRW-ONDO, KRW-CPOOL",Reduce repeated misses or weak outcomes after user review.,0
135,1778586102286,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 7 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
136,1778591618913,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 5 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
137,1778591618913,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 5 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-BTC, KRW-SAHARA, KRW-MBL, KRW-MANTRA, KRW-ETH, KRW-PIEVERSE, KRW-USDT, KRW-VVV, KRW-SOON, KRW-CRO, KRW-SOL, KRW-WCT, KRW-XRP, KRW-KITE, KRW-CHIP, KRW-ONDO, KRW-HOLO, KRW-INJ, KRW-POKT, KRW-ZBT, KRW-SUI",Reduce repeated misses or weak outcomes after user review.,0
138,1778591618913,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 5 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
139,1778595145417,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 8 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-INJ, KRW-VVV, KRW-CRO, KRW-SOON, KRW-ONDO, KRW-SOL, KRW-HOLO, KRW-XRP, KRW-FF, KRW-KITE, KRW-CHIP, KRW-BTC, KRW-SAHARA, KRW-MANTRA, KRW-ETH, KRW-PIEVERSE, KRW-USDT, KRW-WCT, KRW-CPOOL, KRW-MBL, KRW-POKT",Reduce repeated misses or weak outcomes after user review.,0
140,1778595145417,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 8 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
141,1778595145417,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 8 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
142,1778616128918,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for SCORE_TOO_LOW: move -0.07% from previous snapshot, 0.00% over 30 minutes.; repeated 4 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
143,1778616128918,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for SCORE_TOO_LOW: move -0.07% from previous snapshot, 0.00% over 30 minutes.; repeated 4 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-HOLO, KRW-BTC, KRW-SAHARA, KRW-SOON, KRW-ONDO, KRW-XRP, KRW-ETH, KRW-PIEVERSE, KRW-USDT, KRW-INJ, KRW-MANTRA, KRW-ATOM, KRW-SOL, KRW-NEAR, KRW-ZBT, KRW-KITE, KRW-JST, KRW-OPEN, KRW-FF, KRW-CRO, KRW-WCT",Reduce repeated misses or weak outcomes after user review.,0
144,1778616128918,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for SCORE_TOO_LOW: move -0.07% from previous snapshot, 0.00% over 30 minutes.; repeated 4 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
145,1778617945314,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 4 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
146,1778617945314,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 4 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-HOLO, KRW-BTC, KRW-SAHARA, KRW-SOON, KRW-ONDO, KRW-XRP, KRW-ETH, KRW-PIEVERSE, KRW-USDT, KRW-NEAR, KRW-GRT, KRW-INJ, KRW-KITE, KRW-MANTRA, KRW-ATOM, KRW-SOL, KRW-ZBT, KRW-JST, KRW-OPEN, KRW-FF",Reduce repeated misses or weak outcomes after user review.,0
147,1778617945314,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 4 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
148,1778619966183,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 5 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
149,1778619966183,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 5 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
150,1778619966183,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 5 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-CHIP, KRW-GRT, KRW-HOLO, KRW-BTC, KRW-SAHARA, KRW-SOON, KRW-ONDO, KRW-XRP, KRW-ETH, KRW-PIEVERSE, KRW-USDT, KRW-NEAR, KRW-KITE, KRW-MANTRA, KRW-ATOM, KRW-INJ, KRW-SOL, KRW-ZBT, KRW-JST",Reduce repeated misses or weak outcomes after user review.,0
151,1778630441494,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 9 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
152,1778630441494,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 9 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
